2654,924,-2344,-6360,2831,1522,5386,773,672
15437,280,-8828,-850,-3744,-1261,5380,803,649
15678,277,-7301,-1801,-4483,-1456,5433,731,557
12619,1457,-8407,-2657,-5953,-3176,5477,689,485
16068,358,-6304,-256,-5969,-2811,5509,683,399
15646,615,-6281,54,-6598,-2450,5544,731,303
15356,1708,-5732,-2378,-6920,-1365,5517,740,220
14548,292,-5740,-3809,-9164,411,5526,733,71
13519,-559,-4769,-2182,-12426,498,5445,699,-103
13006,-667,-3986,-144,-14012,-1905,5412,698,-299
12552,805,-1431,-1035,-14324,-3749,5338,706,-485
11699,-986,1603,-2800,-15720,-2356,5267,751,-789
11074,-2310,5060,238,-17257,-5207,5112,796,-956
11592,-1384,5731,3341,-17802,-7792,4986,876,-1177
10941,-255,6146,-781,-17428,-5292,4724,985,-1461
10240,-1723,6952,-3302,-15904,-4100,4522,1035,-1591
9392,-1823,9118,-3695,-14575,-8050,4391,989,-1777
9245,-2504,12388,-3316,-16499,-8300,4196,1068,-1947
9504,-4165,14070,230,-17606,-7578,3886,1122,-2105
9793,-2266,15107,-2270,-12865,-9752,3653,1179,-2264
9202,-1705,14892,-10642,-10875,-3576,3451,1170,-2333
7646,-6029,16351,-11764,-10244,2286,3244,962,-2502
7538,-6580,16938,-3781,-9165,-3617,3089,834,-2592
9659,-3644,18215,932,-9366,-1475,2941,839,-2599
9660,-4230,18131,-2444,-7922,1468,2714,931,-2658
