7681,17,-10346,-1387,2909,34,4336,721,2845
11567,1546,-12055,-1430,-3066,-1669,4409,757,2837
12500,728,-10854,-837,-6503,-1800,4436,744,2768
13401,215,-16044,1189,-8530,-3468,4590,728,2674
13587,813,-11279,1265,-9321,-3851,4685,775,2532
12978,-1040,-9725,1980,-12370,-1597,4796,761,2445
13517,511,-7330,4036,-13206,-4008,4967,733,2270
14187,1139,-5500,405,-15003,-1459,5075,748,1984
13490,-708,-4248,2352,-16591,608,5137,742,1809
13271,242,-695,5874,-16597,-5086,5224,737,1521
14407,2461,-179,38,-18150,-1907,5279,786,1188
12477,-640,1181,-1375,-18462,1986,5374,751,826
11435,73,4659,4472,-17997,-5897,5370,753,616
12741,2357,6427,1454,-20299,-4440,5304,885,257
11048,-2341,10517,-3569,-15632,-3402,5190,949,-105
11262,-1249,12105,-72,-15807,-3765,5107,1014,-278
11638,-2037,11913,-125,-16341,-1253,4922,1129,-615
